,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
1177,Hyundai Santro LS zipPlus,2013,760000,80000,Diesel,Individual,Manual,First Owner
1178,Volkswagen Polo Diesel Highline 1.2L,2012,500000,80000,Petrol,Individual,Automatic,First Owner
1179,Hyundai Verna SX Diesel,2010,95000,130000,Petrol,Individual,Manual,First Owner
1180,Honda Jazz 1.2 VX i VTEC,2017,120000,97000,Diesel,Individual,Manual,First Owner
1181,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2009,105000,31489,Petrol,Individual,Manual,Second Owner
1182,Maruti Wagon R LXI CNG,2017,400000,61585,Petrol,Individual,Manual,First Owner
1183,Mahindra Scorpio LX,2018,740000,60000,Diesel,Dealer,Manual,First Owner
1184,Skoda Superb Ambition 2.0 TDI CR AT,2010,325000,40000,Petrol,Dealer,Manual,Second Owner
1185,Mahindra Bolero SLX,2017,600000,50000,Petrol,Individual,Manual,Second Owner
1186,Ford Figo Diesel ZXI,2018,250000,25000,Diesel,Dealer,Manual,First Owner
1187,Mahindra Bolero SLX 2WD BSIII,2007,150000,86000,Diesel,Individual,Manual,First Owner
1188,Mahindra Bolero Power Plus Plus AC BSIV PS,2020,735000,48000,Petrol,Dealer,Manual,First Owner
1189,Hyundai Verna 1.6 CRDi SX,2009,130000,20000,Diesel,Individual,Manual,First Owner
1190,Maruti Wagon R LXI CNG,2019,1770000,47162,Diesel,Dealer,Manual,Second Owner
1191,Hyundai i10 Era,2017,295000,85000,Petrol,Individual,Manual,First Owner
1192,Nissan Micra Active XV,2010,4950000,30000,CNG,Individual,Manual,First Owner
1193,Maruti Alto 800 LXI,2007,250000,65000,Diesel,Individual,Manual,First Owner
1194,Maruti Swift VXI BSIII,2007,600000,28245,Diesel,Individual,Manual,First Owner
1195,Tata Nano Cx BSIV,2017,80000,64672,Petrol,Individual,Manual,First Owner
1196,Mahindra Thar 4X4,2007,280000,80000,Diesel,Individual,Manual,First Owner
1197,Volkswagen Polo Diesel Trendline 1.2L,2006,600000,110000,Petrol,Individual,Manual,First Owner
1198,Maruti Esteem Vxi - BSIII,2011,65000,30000,Petrol,Dealer,Manual,First Owner
1199,Maruti Swift 1.3 VXI ABS,2005,60000,58692,Petrol,Individual,Automatic,First Owner
1200,Fiat Palio 1.2 Sport,2011,90000,1,Petrol,Individual,Automatic,First Owner
1201,Mahindra TUV 300 T4 Plus,2014,1350000,106000,Diesel,Dealer,Manual,First Owner
1202,Toyota Fortuner 4x2 AT,2012,170000,50000,Petrol,Individual,Manual,First Owner
1203,Mahindra XUV500 W5 BSIV,2017,380000,80000,Diesel,Individual,Manual,First Owner
1204,Nissan Sunny XL,2009,270000,135000,CNG,Individual,Manual,Second Owner
1205,Hyundai Verna 1.6 VTVT SX,2017,409999,70000,Diesel,Individual,Manual,Second Owner
1206,Hyundai Santro Xing GLS,2016,250000,30000,Diesel,Individual,Manual,First Owner
1207,Tata New Safari DICOR 2.2 EX 4x2,2012,60000,70000,Diesel,Individual,Manual,First Owner
1208,Maruti Eeco 5 STR With AC Plus HTR CNG,2010,750000,15000,Diesel,Dealer,Manual,First Owner
1209,Toyota Etios VX,2007,440000,35000,Petrol,Dealer,Manual,Third Owner
1210,Audi Q5 2.0 TFSI Quattro Premium Plus,2007,2050000,42000,Diesel,Individual,Manual,First Owner
1211,Hyundai i20 1.2 Sportz,2007,260000,54000,Petrol,Individual,Manual,First Owner
1212,Ford Figo 1.5D Titanium MT,2019,79000,84000,Petrol,Trustmark Dealer,Manual,First Owner
1213,Hyundai Verna CRDi SX,2013,250000,120000,Diesel,Individual,Manual,First Owner
1214,Audi A6 2.0 TDI  Design Edition,2012,60000,70000,Diesel,Individual,Manual,Second Owner
1215,Hyundai Verna 1.6 VTVT SX,2017,60000,154000,Petrol,Individual,Manual,First Owner
1216,Maruti Swift VXI Deca,2011,350000,35000,Diesel,Individual,Manual,Second Owner
1217,Maruti Esteem Lxi,2014,220000,35000,Petrol,Individual,Manual,First Owner
1218,Honda Brio S MT,2007,130000,110000,Diesel,Individual,Manual,Third Owner
1219,Tata Safari Storme EX,2010,290000,127643,Diesel,Individual,Automatic,First Owner
1220,Maruti Zen LXI,2014,775000,128000,Diesel,Individual,Manual,First Owner
1221,Hyundai Verna 1.6 VTVT AT S Option,2009,222000,40000,Diesel,Dealer,Manual,First Owner
1222,Maruti Wagon R LXI CNG,2011,280000,34400,Petrol,Individual,Manual,First Owner
1223,Ford Figo Diesel EXI,2015,2750000,60000,Diesel,Dealer,Manual,First Owner
1224,Maruti Swift Dzire VDI,2018,1151000,10832,Diesel,Individual,Manual,First Owner
1225,Honda City 1.5 E MT,2017,240000,36000,Diesel,Individual,Manual,First Owner
1226,Tata Indica Vista Terra 1.4 TDI,2010,1100000,88000,Diesel,Dealer,Manual,First Owner
1227,Volkswagen Polo Diesel Highline 1.2L,2017,450000,110000,Petrol,Individual,Manual,First Owner
1228,Maruti Ertiga VXI CNG,2011,70000,86000,Petrol,Individual,Manual,Second Owner
1229,Mahindra Xylo H4,2013,130000,49359,Diesel,Individual,Manual,First Owner
1230,Hyundai Accent Executive,2014,620000,150000,Petrol,Dealer,Manual,First Owner
1231,Renault KWID RXT,2017,550000,120000,Diesel,Individual,Manual,First Owner
1232,Mahindra Quanto C6,2018,650000,70000,Diesel,Individual,Manual,First Owner
1233,Maruti Ertiga VXI CNG,2012,550000,102000,Diesel,Individual,Manual,First Owner
1234,Hyundai Accent CRDi,2015,650000,50000,Petrol,Individual,Manual,First Owner
1235,Hyundai i10 Era 1.1,2009,1068000,63500,Diesel,Individual,Manual,Third Owner
1236,Ford Figo Aspire Facelift,2017,200000,30000,Diesel,Individual,Manual,First Owner
1237,Maruti Wagon R LXI CNG,2013,200000,70000,Petrol,Individual,Manual,First Owner
1238,Ambassador CLASSIC 1500 DSL AC,1997,1040000,64441,Diesel,Dealer,Manual,Second Owner
1239,Honda WR-V i-VTEC VX,2014,138000,13000,Petrol,Individual,Manual,Second Owner
1240,Mahindra Scorpio VLX 2WD BSIII,2011,73000,38365,Petrol,Individual,Automatic,Test Drive Car
1241,Toyota Camry Hybrid,2013,760000,30000,Petrol,Individual,Manual,First Owner
1242,Hyundai EON Era Plus,2010,240000,40000,Diesel,Individual,Manual,First Owner
1243,Hyundai Grand i10 1.2 CRDi Asta,2007,1475000,74000,Diesel,Individual,Manual,Second Owner
1244,Tata Indica Vista Quadrajet VX,2007,95000,13250,Diesel,Individual,Automatic,Second Owner
1245,Hyundai i10 Era 1.1 iTech SE,2015,450000,62000,Diesel,Individual,Manual,First Owner
1246,Mahindra XUV500 W10 2WD,2014,600000,120000,Diesel,Individual,Manual,First Owner
1247,Honda City S,2017,3256000,43700,Diesel,Individual,Automatic,First Owner
1248,Ford Figo Aspire 1.5 TDCi Trend,2015,763000,71000,Diesel,Dealer,Manual,Second Owner
1249,Honda Accord 2.4 AT,2012,560000,62237,Diesel,Dealer,Automatic,First Owner
1250,Maruti Ertiga VDI,2017,330000,120000,Diesel,Individual,Manual,First Owner
1251,Maruti 800 EX,2007,450000,5000,Petrol,Individual,Manual,First Owner
1252,Hyundai Grand i10 1.2 Kappa Magna AT,2012,80000,13000,Diesel,Individual,Manual,Second Owner
1253,Honda City i DTEC S,2017,539000,5000,Diesel,Individual,Manual,First Owner
1254,Maruti Swift Ldi BSIV,2006,800000,6000,Petrol,Dealer,Manual,Second Owner
1255,Maruti Ertiga SHVS VDI,2017,750000,60000,Diesel,Individual,Manual,First Owner
1256,Renault KWID RXE,2017,550000,128000,Diesel,Individual,Manual,First Owner
1257,Hyundai Grand i10 1.2 Kappa Magna AT,2015,350000,88000,Diesel,Dealer,Manual,First Owner
1258,Hyundai Verna SX AT Diesel,2015,210000,100000,Diesel,Individual,Manual,First Owner
1259,Hyundai EON Magna Optional,2007,350000,100000,Petrol,Individual,Manual,First Owner
1260,Toyota Innova 2.5 G (Diesel) 8 Seater,2006,300000,60000,Diesel,Individual,Manual,Second Owner
1261,Chevrolet Tavera Neo 2 LS B4 7 Str BSIII,2014,310000,120000,Diesel,Individual,Manual,First Owner
1262,Renault KWID RXL BSIV,2019,350000,47162,Petrol,Individual,Manual,First Owner
1263,Renault Duster 110PS Diesel RxL,2018,40000,55130,Petrol,Individual,Manual,First Owner
1264,Hyundai Creta 1.4 EX Diesel,2019,475000,138000,Diesel,Individual,Manual,First Owner
1265,Maruti Baleno Alpha 1.2,2014,434000,70000,Petrol,Dealer,Manual,First Owner
1266,Maruti Alto LXi BSIII,2018,75000,1950,Diesel,Individual,Manual,First Owner
1267,Datsun GO T Petrol,2007,250000,13500,Petrol,Individual,Manual,First Owner
1268,Toyota Camry Hybrid,2014,650000,80000,Petrol,Individual,Manual,First Owner
1269,Toyota Corolla H3,2017,100000,55340,Diesel,Individual,Manual,First Owner
1270,Skoda Laura Elegance 1.9 TDI  AT,2010,511000,40000,Diesel,Individual,Manual,First Owner
1271,Hyundai Grand i10 Asta Option,2013,540000,120000,Diesel,Individual,Automatic,First Owner
1272,Chevrolet Cruze LTZ,2016,60000,25000,Diesel,Individual,Manual,Second Owner
1273,Toyota Etios 1.5 V,2017,350000,60000,Diesel,Individual,Manual,First Owner
1274,Maruti Swift ZXI BSIV,2007,80000,40000,Diesel,Individual,Manual,First Owner
1275,Chevrolet Spark 1.0 LT,2007,220000,55130,Petrol,Dealer,Manual,Third Owner
1276,Hyundai i10 Sportz 1.1L,2017,425000,80000,Petrol,Individual,Manual,First Owner
1277,Maruti Swift Dzire 1.2 Vxi BSIV,2007,199000,60000,Diesel,Individual,Manual,First Owner
1278,Tata Nano LX SE,2017,350000,180000,Diesel,Individual,Manual,First Owner
1279,Honda Mobilio V i VTEC,2005,450000,86000,Diesel,Individual,Manual,First Owner
1280,Tata Bolt Quadrajet XE,2019,90000,12997,Diesel,Dealer,Manual,First Owner
1281,Volkswagen Vento 1.6 Highline,2013,175000,30000,Diesel,Individual,Manual,First Owner
1282,Maruti Swift Dzire VDI,2016,130000,70000,Petrol,Individual,Manual,First Owner
1283,Maruti Swift VXi BSIV,2009,150000,60000,Diesel,Individual,Manual,First Owner
1284,Mahindra XUV500 AT W8 FWD,2017,375000,20000,Diesel,Individual,Manual,First Owner
1285,Hyundai i20 Asta 1.4 CRDi,2017,85000,35000,Diesel,Individual,Manual,Third Owner
1286,Ford Ecosport 1.0 Ecoboost Titanium Optional,2014,550000,100000,Petrol,Individual,Manual,First Owner
1287,Hyundai i10 Magna 1.2,2017,530000,90000,Diesel,Dealer,Manual,First Owner
1288,Maruti Baleno Alpha 1.2,2007,130000,67000,Petrol,Individual,Manual,First Owner
1289,Chevrolet Optra Magnum 2.0 LS,2013,770000,220000,Diesel,Individual,Manual,First Owner
1290,Honda Civic 1.8 V AT,2012,525000,20000,Diesel,Individual,Manual,First Owner
1291,Maruti Omni LPG CARGO BSIII W IMMOBILISER,2013,750000,5000,Petrol,Individual,Manual,First Owner
1292,Maruti Alto LX,2017,250000,30000,Petrol,Individual,Manual,First Owner
1293,Maruti Baleno Alpha 1.2,2014,250000,80000,Petrol,Individual,Manual,First Owner
1294,Maruti Alto K10 VXI,2015,350000,40000,Petrol,Individual,Manual,Second Owner
1295,Volvo XC60 D3 Kinetic,2010,611000,75000,Petrol,Individual,Manual,First Owner
1296,Hyundai Verna 1.6 VTVT SX,2012,635000,50000,Diesel,Individual,Manual,First Owner
1297,Maruti A-Star Lxi,2017,450000,25000,Diesel,Individual,Manual,First Owner
1298,Maruti Wagon R VXI Plus Optional,2013,35000,154000,Diesel,Dealer,Automatic,First Owner
1299,Toyota Innova 2.5 VX (Diesel) 7 Seater,2017,287000,80000,Petrol,Individual,Manual,First Owner
1300,Maruti Swift Dzire VDI,2017,350000,41723,Petrol,Individual,Manual,First Owner
1301,Maruti S-Cross Zeta DDiS 200 SH,2012,280000,110000,Petrol,Dealer,Manual,Second Owner
1302,Mahindra Bolero DI DX 8 Seater,2017,60000,110000,Diesel,Individual,Manual,First Owner
1303,Tata Indigo CR4,2009,725000,50000,Diesel,Individual,Manual,Fourth & Above Owner
1304,Mahindra Bolero 2011-2019 SLX,2007,550000,85000,Diesel,Individual,Manual,Second Owner
1305,Hyundai Grand i10 Magna,2014,263000,43700,Petrol,Trustmark Dealer,Manual,Second Owner
1306,Skoda Octavia Elegance 2.0 TDI AT,2005,500000,100000,Petrol,Dealer,Manual,First Owner
1307,Hyundai Grand i10 CRDi Magna,2013,195000,25000,Diesel,Individual,Manual,First Owner
1308,Toyota Innova Crysta 2.4 VX MT 8S BSIV,2018,155000,10000,Diesel,Individual,Manual,First Owner
1309,Audi Q5 3.0 TDI Quattro Technology,2007,80000,62000,Petrol,Dealer,Manual,First Owner
1310,Nissan Micra Active XV S,2007,229999,55000,Diesel,Individual,Manual,First Owner
1311,Tata New Safari DICOR 2.2 GX 4x2 BS IV,2013,399000,48000,Petrol,Dealer,Manual,First Owner
1312,Mahindra Quanto C4,2010,260000,35000,Diesel,Individual,Manual,First Owner
1313,Audi Q3 2.0 TDI Quattro Premium Plus,2006,150000,35000,Diesel,Individual,Manual,Second Owner
1314,Maruti Gypsy King HT BSIV,2007,210000,110000,Diesel,Individual,Manual,First Owner
1315,Maruti Zen LX,2017,425000,120000,Diesel,Individual,Manual,First Owner
1316,Maruti Swift Dzire VDI,2011,170000,120000,Petrol,Individual,Manual,First Owner
1317,Maruti Alto LXi BSIII,2007,1350000,54000,Petrol,Dealer,Manual,Second Owner
1318,Skoda Octavia Elegance 2.0 TDI AT,2014,760000,151000,Diesel,Individual,Manual,First Owner
1319,Skoda Rapid 1.5 TDI AT Ambition,2017,550000,46507,Diesel,Individual,Manual,First Owner
1320,Maruti S-Cross Zeta DDiS 200 SH,2017,100000,40000,Petrol,Individual,Manual,First Owner
1321,Honda City i DTEC VX,2018,550000,46957,Petrol,Individual,Manual,First Owner
1322,Maruti Alto 800 VXI,2015,1725000,32686,Diesel,Dealer,Manual,First Owner
1323,Skoda Octavia Elegance 2.0 TDI AT,2012,399000,39000,Diesel,Individual,Automatic,First Owner
1324,Honda City 1.5 V MT,2012,60000,35000,Petrol,Individual,Manual,Second Owner
1325,Maruti S-Cross Zeta DDiS 200 SH,2007,270000,210000,Petrol,Individual,Manual,First Owner
1326,Maruti Alto 800 Base,2012,240000,150000,Diesel,Individual,Automatic,First Owner
1327,Hyundai Santro Xing XL eRLX Euro III,2013,2750000,100000,Petrol,Individual,Manual,First Owner
1328,Audi A4 30 TFSI Technology,2017,200000,100000,Petrol,Dealer,Manual,First Owner
1329,Maruti Alto LX,2019,60000,70000,Petrol,Individual,Manual,First Owner
1330,Maruti Ertiga VXI,2019,699000,11473,Diesel,Dealer,Manual,First Owner
1331,Hyundai Xcent 1.2 Kappa S,2009,1900000,206500,Petrol,Individual,Manual,First Owner
1332,Maruti Wagon R VXI Optional,2018,180000,3000,Diesel,Individual,Manual,First Owner
1333,Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,2012,380000,14000,Petrol,Individual,Automatic,Second Owner
1334,Tata Hexa XTA,2011,1044999,128000,CNG,Individual,Manual,Fourth & Above Owner
1335,Mahindra Bolero DI,2012,121000,30000,Petrol,Individual,Manual,Second Owner
1336,Mahindra Scorpio VLX 2WD AIRBAG BSIV,2017,235000,70000,Diesel,Individual,Automatic,Third Owner
1337,Hyundai i20 Active 1.2 S,2017,1200000,84000,Diesel,Individual,Manual,First Owner
1338,Maruti Swift ZDi BSIV,2017,60000,80000,Diesel,Individual,Manual,First Owner
1339,Honda City 1.5 GXI,2015,550000,42000,Diesel,Dealer,Manual,First Owner
1340,Tata Indica Vista Terra 1.4 TDI,2010,455000,10171,Petrol,Dealer,Manual,Third Owner
1341,Honda Amaze E i-Dtech,2017,350000,6000,Petrol,Individual,Manual,First Owner
1342,BMW 5 Series 520d Luxury Line,2007,138000,213000,Diesel,Individual,Manual,Third Owner
1343,Maruti Alto 800 LXI,2013,550000,70000,Diesel,Individual,Manual,Second Owner
1344,Honda City i-VTEC CVT ZX,2017,370000,30000,Diesel,Individual,Manual,First Owner
1345,Hyundai EON 1.0 Era Plus,2016,105000,26500,Diesel,Individual,Manual,First Owner
1346,Mahindra NuvoSport N8,2010,449000,40000,Diesel,Dealer,Automatic,First Owner
1347,Maruti Wagon R LXI CNG,2017,750000,120000,Petrol,Individual,Automatic,First Owner
1348,Tata Indigo CR4,2014,250000,40000,Petrol,Individual,Manual,First Owner
1349,Ford Ikon 1.3 Flair,2010,3800000,30000,Petrol,Individual,Manual,Second Owner
1350,Mahindra KUV 100 mFALCON G80 K2,2017,724000,25000,Diesel,Individual,Manual,First Owner
1351,Audi A8 4.2 TDI,2017,950000,44500,Diesel,Individual,Manual,First Owner
1352,Maruti Omni CNG,2017,680000,39000,Diesel,Individual,Manual,First Owner
1353,Toyota Fortuner 4x2 AT,2017,195000,19571,Diesel,Individual,Automatic,First Owner
1354,Maruti Wagon R LXI CNG,2010,60000,75000,Diesel,Individual,Manual,First Owner
1355,Datsun GO T BSIV,2012,930000,29654,Petrol,Dealer,Manual,First Owner
1356,Mahindra KUV 100 mFALCON G80 K2,2014,360000,56580,Petrol,Individual,Automatic,Second Owner
1357,Maruti SX4 VDI,2008,80000,10171,Petrol,Dealer,Manual,First Owner
1358,Chevrolet Beat LT Option,2008,650000,58500,Petrol,Individual,Manual,First Owner
1359,Tata Indica Vista Quadrajet LS,2010,650000,70000,Petrol,Dealer,Manual,Second Owner
1360,Skoda Rapid 1.5 TDI Ambition,2012,193000,17000,Petrol,Individual,Manual,First Owner
1361,Hyundai Santro GLS I - Euro I,2019,219000,1010,Diesel,Individual,Manual,First Owner
1362,Maruti S-Cross Zeta DDiS 200 SH,2014,495000,70000,Petrol,Dealer,Manual,First Owner
1363,Toyota Innova 2.5 VX (Diesel) 8 Seater,2015,760000,40000,Diesel,Individual,Manual,First Owner
1364,Mahindra Xylo D2,2013,285000,35925,Diesel,Individual,Manual,First Owner
1365,BMW 7 Series 730Ld,2018,1150000,160000,Diesel,Individual,Manual,First Owner
1366,Ford Figo Aspire 1.2 Ti-VCT Trend,2018,2750000,38000,Diesel,Dealer,Manual,First Owner
1367,Hyundai Creta 1.4 CRDi Base,2012,80000,50000,Petrol,Individual,Manual,First Owner
1368,Maruti S-Cross Zeta DDiS 200 SH,2013,300000,25000,Diesel,Individual,Manual,First Owner
1369,Hyundai i10 Magna LPG,2020,254999,101504,Petrol,Individual,Manual,First Owner
1370,Honda Amaze EX i-Dtech,2012,60000,70000,Diesel,Individual,Manual,First Owner
1371,Ford Classic 1.4 Duratorq LXI,2007,280000,101,Diesel,Individual,Manual,First Owner
1372,Honda Mobilio S i DTEC,2011,350000,296823,Petrol,Individual,Manual,First Owner
1373,Maruti Alto LXi,2007,750000,100000,Petrol,Individual,Manual,First Owner
1374,Tata Indigo CR4,2014,275000,46000,Diesel,Individual,Manual,First Owner
1375,Skoda Octavia Elegance 2.0 TDI AT,2008,80000,120000,Petrol,Individual,Manual,First Owner
1376,Tata Indica Vista Quadrajet VX,2006,160000,30000,Petrol,Individual,Manual,Second Owner
1377,Volkswagen Polo 1.5 TDI Highline,2009,80000,14500,Diesel,Individual,Manual,First Owner
1378,Maruti Swift Dzire VXi,2010,60000,86000,Diesel,Individual,Manual,First Owner
1379,Mahindra XUV500 AT W8 FWD,2017,560000,157000,Diesel,Individual,Manual,First Owner
1380,Honda City 1.5 S MT,2015,710000,182000,Diesel,Dealer,Manual,First Owner
1381,Skoda Octavia Elegance 2.0 TDI AT,2017,130000,14000,Petrol,Dealer,Manual,First Owner
1382,Hyundai EON LPG Magna Plus,2012,60000,70000,Petrol,Individual,Manual,Second Owner
1383,Hyundai Grand i10 Asta Option,2007,760000,60000,Diesel,Individual,Manual,First Owner
1384,Chevrolet Spark 1.0 LT BS3,2007,245000,4637,Petrol,Dealer,Manual,First Owner
1385,Renault Duster 110PS Diesel RxZ,2007,550000,25000,Diesel,Individual,Manual,First Owner
1386,Tata Indigo LS Dicor,2015,715000,30000,Diesel,Individual,Manual,Second Owner
1387,Hyundai Elite i20 Asta Option CVT BSIV,2010,80000,62000,Petrol,Individual,Automatic,First Owner
1388,Volkswagen Jetta 1.9 Highline TDI,2019,525000,48965,Petrol,Individual,Manual,First Owner
1389,Audi A6 2.0 TDI  Design Edition,2015,650000,70000,Petrol,Individual,Manual,First Owner
1390,Maruti 800 AC BSII,2013,375000,1100,Diesel,Individual,Manual,First Owner
1391,Maruti 800 AC BSIII,2014,400000,42000,Diesel,Individual,Manual,First Owner
1392,Ford Fiesta 1.6 ZXi Leather,2011,450000,22000,Petrol,Dealer,Manual,First Owner
1393,Ford Fiesta 1.4 SXi TDCi,2018,950000,57112,Diesel,Individual,Manual,Second Owner
1394,Maruti Celerio ZXI,2010,650000,29600,Diesel,Individual,Manual,First Owner
1395,BMW 7 Series 730Ld,2014,350000,70000,Diesel,Individual,Manual,First Owner
1396,Hyundai Accent GLS 1.6 ABS,2007,1850000,89000,Diesel,Individual,Automatic,First Owner
1397,Hyundai Santro LS zipPlus,2018,699000,1010,CNG,Individual,Manual,First Owner
1398,Hyundai Verna SX Diesel,2017,350000,70000,Petrol,Individual,Automatic,First Owner
1399,Ford Fiesta 1.4 ZXi TDCi ABS,2007,180000,116000,Diesel,Individual,Manual,First Owner
1400,Mahindra Bolero DI,1992,88000,145000,Diesel,Individual,Manual,Second Owner
1401,Chevrolet Enjoy 1.3 TCDi LS 8,2017,1300000,75000,Petrol,Individual,Manual,First Owner
1402,Honda Brio S MT,2013,120000,1001,Diesel,Individual,Manual,First Owner
1403,Honda Amaze EX i-Dtech,2016,800000,110000,Petrol,Individual,Manual,First Owner
1404,Toyota Corolla Altis D-4D J,2007,2000000,30000,Petrol,Dealer,Manual,Third Owner
1405,Maruti Alto K10 LXI CNG Optional,2017,80000,19571,Diesel,Individual,Automatic,First Owner
1406,Tata Indigo LX Dicor,2008,80000,41988,Petrol,Individual,Manual,First Owner
1407,Mahindra Marazzo M8 8Str,2006,610000,79357,Diesel,Dealer,Manual,Second Owner
1408,Hyundai i20 Active S Petrol,2017,175000,40219,Diesel,Individual,Manual,First Owner
1409,Honda Amaze EX i-Dtech,2015,215000,26766,Petrol,Individual,Automatic,Test Drive Car
1410,Maruti A-Star Vxi,2018,250000,120000,Diesel,Individual,Manual,First Owner
1411,Maruti Zen Estilo Sports,2019,420000,101,Diesel,Individual,Manual,First Owner
1412,Hyundai Accent GLX,2010,969999,79000,Diesel,Individual,Automatic,First Owner
1413,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2011,1770000,78000,Diesel,Individual,Automatic,Second Owner
1414,Toyota Fortuner 4x2 AT,2019,60000,80000,Diesel,Individual,Manual,Second Owner
1415,Fiat Linea 1.3 Multijet Emotion,2006,120000,50000,Diesel,Individual,Manual,First Owner
1416,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,2017,270000,100000,Diesel,Individual,Manual,Third Owner
1417,Tata Tigor 1.2 Revotron XZ Option,2014,715000,30000,Diesel,Dealer,Manual,First Owner
1418,Hyundai Santro Xing XG AT,2009,215000,350000,Diesel,Individual,Manual,Second Owner
1419,Toyota Camry Hybrid,2016,120000,50000,Diesel,Individual,Manual,First Owner
1420,Datsun GO T Petrol,2018,250000,63000,Diesel,Individual,Manual,First Owner
1421,Mercedes-Benz E-Class E250 CDI Elegance,2007,1470000,100000,Petrol,Individual,Manual,First Owner
1422,Maruti S-Cross Delta DDiS 200 SH,2015,1680000,55328,LPG,Dealer,Manual,Fourth & Above Owner
1423,Tata Indica GLS BS IV,2013,125000,11240,Diesel,Individual,Manual,Third Owner
1424,Hyundai Accent GLE,2014,120000,1010,Diesel,Individual,Manual,First Owner
1425,Hyundai Accent Executive CNG,2012,271000,150000,Diesel,Individual,Manual,First Owner
1426,Maruti Alto Green LXi (CNG),2013,60000,40000,Diesel,Individual,Manual,Second Owner
1427,Hyundai Accent CRDi,2012,3100000,8352,Diesel,Individual,Manual,First Owner
1428,Mitsubishi Pajero Sport 4X4,2007,200000,35000,Petrol,Individual,Manual,First Owner
1429,Hyundai Xcent 1.1 CRDi SX Option,2006,80000,33000,Diesel,Individual,Manual,First Owner
1430,Maruti Swift VDI BSIV,2010,60000,80000,Petrol,Individual,Manual,Second Owner
1431,Renault Duster 85PS Diesel RxL Plus,2017,375000,110000,Petrol,Dealer,Manual,First Owner
1432,Hyundai i10 Magna 1.2,2012,380000,46730,Diesel,Individual,Manual,First Owner
1433,Chevrolet Aveo U-VA 1.2 LS,2007,120000,10000,Petrol,Dealer,Manual,First Owner
1434,Honda City i DTEC S,2007,290000,40000,Diesel,Individual,Manual,First Owner
1435,Mahindra Xylo D4 BSIV,2007,260000,34400,Diesel,Dealer,Manual,First Owner
1436,Mahindra Xylo D4,2008,625000,2417,Petrol,Individual,Manual,Third Owner
1437,Mahindra XUV500 W10 2WD,2007,900000,230000,Petrol,Dealer,Manual,First Owner
1438,Volkswagen Vento Diesel Comfortline,2018,80000,45000,Petrol,Individual,Manual,Second Owner
1439,Mahindra XUV500 W8 2WD,2017,760000,120000,Diesel,Individual,Manual,First Owner
1440,Tata Harrier XZ BSIV,2008,500000,115992,Diesel,Individual,Manual,First Owner
1441,Honda City i-VTEC ZX,2007,150000,40000,Diesel,Individual,Manual,Second Owner
1442,Toyota Corolla H3,2000,802000,19014,Diesel,Trustmark Dealer,Automatic,First Owner
1443,Volvo V40 D3 R Design,2017,650000,30000,Petrol,Individual,Manual,Second Owner
1444,Ford Fiesta 1.6 ZXi Duratec,2006,20000,19000,Petrol,Individual,Manual,Test Drive Car
1445,Maruti Alto K10 LXI,2018,655000,60000,Diesel,Individual,Manual,First Owner
1446,Nissan Sunny XL,2014,450000,35000,Petrol,Individual,Automatic,First Owner
1447,Tata Manza ELAN Quadrajet BS IV,2007,240000,186000,Diesel,Individual,Manual,First Owner
1448,Chevrolet Sail 1.2 LT ABS,2017,919999,29000,Diesel,Individual,Manual,Second Owner
1449,Hyundai i20 Magna 1.4 CRDi (Diesel),2013,795000,95000,Diesel,Individual,Automatic,Third Owner
1450,Tata Indica Vista Terra 1.4 TDI,2019,1575000,2769,Petrol,Dealer,Manual,Test Drive Car
1451,Honda Mobilio S i DTEC,2018,545000,69000,Petrol,Individual,Manual,First Owner
1452,Hyundai Grand i10 1.2 CRDi Asta,2018,60000,35000,Diesel,Individual,Manual,First Owner
1453,Maruti Zen Estilo Sports,2006,270000,30000,Petrol,Individual,Manual,First Owner
1454,Volkswagen Polo 1.0 MPI Trendline,2010,65000,1100,Petrol,Individual,Manual,First Owner
1455,Mahindra Scorpio 1.99 S10,2020,900000,120000,Diesel,Individual,Manual,First Owner
1456,Ford Ecosport 1.0 Ecoboost Titanium Optional,2010,1770000,135000,Diesel,Individual,Automatic,Second Owner
1457,Ford EcoSport 1.5 Petrol Titanium BSIV,2015,150000,60000,Petrol,Individual,Manual,Second Owner
1458,Jeep Compass 2.0 Longitude Option BSIV,2018,550000,65000,Diesel,Individual,Manual,First Owner
1459,Toyota Innova 2.5 G (Diesel) 7 Seater,2012,60000,90000,Diesel,Individual,Manual,First Owner
1460,Toyota Innova Crysta 2.4 VX MT BSIV,2019,60000,40000,Petrol,Dealer,Manual,Second Owner
1461,Hyundai i20 1.2 Spotz,2011,225000,100000,Diesel,Individual,Manual,First Owner
1462,Mahindra Thar 4X4,2017,1000000,2650,Diesel,Dealer,Automatic,First Owner
1463,Mahindra KUV 100 D75 K2,2017,894999,9748,Diesel,Individual,Manual,First Owner
1464,Maruti Ciaz 1.4 Alpha,2007,260000,35000,Petrol,Individual,Manual,First Owner
1465,Maruti Alto LXi,2010,425000,80000,Diesel,Individual,Manual,First Owner
